dia,url,inicio,fim,descricao,local
2019-01-01,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-01,15h00,18h00,Solenidade de Posse,Palácio do Planalto
2019-01-02,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-02,09h00,10h00,"Cerimônia de transmissão do cargo de Ministro-Chefe da Casa Civil da Presidência da República, do Senhor Eliseu Padilha ao Senhor Onyx Lorenzoni; do cargo de Ministro da Secretaria-Geral da Presidência, do Senhor Ronaldo Fonseca ao Senhor Gustavo Bebianno; do cargo de Ministro da Secretaria de Governo, do Senhor Carlos Marun ao Senhor General Carlos Alberto; do cargo de Ministro da Segurança Institucional, do Senhor Sergio Etchegoyen ao Senhor General Augusto Heleno",Palácio do Planalto
2019-01-02,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-02,10h00,10h45,"Mike Pompeo, Ministro das Relações Exteriores dos EUA",Palácio do Planalto
2019-01-02,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-02,10h45,11h15,"Marcelo Rebelo de Sousa, Presidente de Portugal",Palácio do Planalto
2019-01-02,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-02,11h15,12h00,"Viktor Orban, Primeiro Ministro da Hungria",Palácio do Planalto
2019-01-02,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-02,12h00,12h15,"Ji Bingxuan, Vice-Presidente do Parlamento Chinês",Palácio do Planalto
2019-01-02,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-02,16h00,17h00,"Cerimônia de transmissão do cargo de Ministro da Defesa, do Senhor Joaquim Silva e Luna ao Senhor General Fernando Azevedo",Brasília/DF
2019-01-03,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-03,08h00,08h30,"Mauro Biancamano, Secretário-Executivo da Secretaria de Governo da Presidência da República",Palácio do Planalto
2019-01-03,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-03,08h30,09h00,"Francisco Fontenelle, Ministro-Conselheiro",Palácio do Planalto
2019-01-03,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-03,09h00,10h30,Reunião do Conselho de Governo,Palácio do Planalto
2019-01-03,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-03,14h00,14h30,Senador Eleito Flávio Bolsonaro (PSL/RJ),Palácio do Planalto
2019-01-03,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-03,14h30,15h30,"Embaixador Ernesto Araújo, Ministro de Estado das Relações Exteriores; General Santos Cruz, Ministro-Chefe da Secretaria de Governo da Presidência da República; Embaixador Roberto Azevêdo, Diretor-Geral da OMC - Organização Mundial do Comércio; e Carlos Bolsonaro, Vereador do Município do Rio de Janeiro/RJ",Palácio do Planalto
2019-01-03,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-03,15h00,16h00,Visita à Secretaria de Segurança e Coordenação Presidencial do Gabinete de Segurança Institucional da Presidência da República,Palácio do Planalto
2019-01-03,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-03,17h20,17h40,Senador Eleito Flávio Bolsonaro (PSL/RJ),Palácio do Planalto
2019-01-03,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-03,17h40,18h00,"Carlos Bolsonaro, Vereador do Município do Rio de Janeiro/RJ",Palácio do Planalto
2019-01-03,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-03,18h00,18h30,"Marcelo Álvaro Antônio, Ministro de Estado do Turismo",Palácio do Planalto
2019-01-04,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-04,09h30,10h15,"Sergio Moro, Ministro de Estado da Justiça e Segurança Pública; Fernando Azevedo, Ministro de Estado da Defesa; e Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República",Brasília/DF
2019-01-04,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-04,10h30,12h30,Solenidade de Passagem de Comando da Aeronáutica do Excelentíssimo Senhor Tenente-Brigadeiro do Ar Nivaldo Luiz Rossato ao Excelentíssimo Senhor Tenente-Brigadeiro do Ar Antonio Carlos Moretti Bermudez,Brasília/DF
2019-01-04,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-04,14h15,15h00,"Onyx Lorenzoni, Ministro de Estado Chefe da Casa Civil; Marcos Cintra Cavalcanti de Albuquerque, Secretário Especial 	da Receita Federal do Brasil do Ministério da Economia; e Jorge 	Antonio de Oliveira Francisco, Subchefe para Assuntos 	Jurídicos da Casa Civil da Presidência da República",Palácio do Planalto
2019-01-04,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-04,15h00,15h15,"Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; e Deputado Delegado Éder Mauro (PSD/PA)",Palácio do Planalto
2019-01-04,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-04,15h15,15h30,"Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; Gustavo Bebianno, Ministro-Chefe da Secretaria-Geral da Presidência da República, e General Santa Rosa, Secretário Especial de Assuntos Estratégicos da Secretaria-Geral da Presidência da República",Palácio do Planalto
2019-01-04,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-04,16h15,17h15,"Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; e Wagner Rosário, Ministro de Estado da Controladoria-Geral da União",Palácio do Planalto
2019-01-07,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-07,08h45,09h45,"Fernando Azevedo, Ministro de Estado da Defesa; Santos Cruz, Ministro-Chefe da Secretaria de Governo da Presidência da República; e Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República",Palácio do Planalto
2019-01-07,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-07,09h45,10h30,"Hamilton Mourão, Vice-Presidente da República; Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; Paulo Guedes, Ministro de Estado da Economia; Santos Cruz, Ministro-Chefe da Secretaria de Governo da Presidência da República; Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República; Roberto Campos Neto, Presidente do Banco Central do Brasil; Joaquim Levy, Presidente do Banco Nacional de Desenvolvimento Econômico e Social - BNDES; Rubem Novaes, Presidente do Banco do Brasil; e Pedro Guimarães, Presidente da Caixa Econômica Federal",Palácio do Planalto
2019-01-07,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-07,11h00,13h00,"Cerimônia de Posse do Presidente do Banco do Brasil, o Senhor Rubem Novaes, Presidente do Banco Nacional de Desenvolvimento Econômico e Social (BNDES), o Senhor Joaquim Levy e o Presidente da Caixa Econômica Federal, o Senhor Pedro Guimarães",Palácio do Planalto
2019-01-07,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-07,14h00,14h30,"Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República",Palácio do Planalto
2019-01-07,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-07,15h00,16h00,"Deputado Fábio Ramalho (MDB/MG), 1° vice presidente da Câmara dos Deputados",Palácio do Planalto
2019-01-07,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-07,16h00,17h00,"Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência 	da República, e Augusto Nardes, Ministro do Tribunal de 	Contas da União",Palácio do Planalto
2019-01-07,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-07,17h15,17h40,Deputado Alberto Fraga (DEM/DF),Palácio do Planalto
2019-01-07,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-07,17h40,18h10,Deputado Eleito Major Vitor Hugo (PSL/GO),Palácio do Planalto
2019-01-08,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-08,08h00,08h20,"Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República",Palácio do Planalto
2019-01-08,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-08,08h20,08h40,"Marcos Pontes, Ministro de Estado da Ciência, Tecnologia, Inovações e Comunicações",Palácio do Planalto
2019-01-08,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-08,08h40,08h55,"Fernando Azevedo, Ministro de Estado da Defesa",Palácio do Planalto
2019-01-08,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-08,08h55,09h05,"Ricardo Salles, Ministro de Estado do Meio Ambiente",Palácio do Planalto
2019-01-08,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-08,09h05,12h00,Reunião do Conselho de Governo,Palácio do Planalto
2019-01-08,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-08,12h40,13h40,"Almoço em homenagem ao Comandante da Marinha, Almirante de Esquadra Eduardo Bacellar Leal Ferreira e Cerimônia de Imposição da Comenda da Ordem do Mérito Naval ao Presidente da República, no Grau de Grã-Cruz",Brasília/DF
2019-01-08,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-08,15h00,15h30,"Ernesto Araújo, Ministro de Estado das Relações Exteriores; e Otávio Brandelli, Secretário-Geral das Relações Exteriores",Palácio do Planalto
2019-01-08,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-08,16h20,16h40,"Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência 	da República",Palácio do Planalto
2019-01-08,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-08,16h40,17h10,Deputado Eleito Julian Lemos (PSL/PB),Palácio do Planalto
2019-01-08,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-08,17h10,17h20,Senadora Rose de Freitas (PODE/ES),Palácio do Planalto
2019-01-09,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-09,10h30,12h30,Solenidade de Transmissão do Cargo do Comando da Marinha ao Excelentíssimo Senhor Almirante de Esquadra Ilques Barbosa Junior,Brasília/DF
2019-01-09,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-09,14h30,15h30,"Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da 	República; Paulo Guedes, Ministro de Estado da Economia; e 	Rogério Marinho, Secretário Especial de Previdência e Trabalho do Ministério da Economia",Palácio do Planalto
2019-01-09,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-09,15h30,16h00,Deputada Eleita Joice Hasselmann (PSL/SP),Palácio do Planalto
2019-01-09,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-09,16h00,16h30,Deputado Eleito Major Vitor Hugo (PSL/GO),Palácio do Planalto
2019-01-09,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-09,16h30,17h00,"Bento Costa Lima, Ministro de Estado de Minas e Energia",Palácio do Planalto
2019-01-09,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-09,17h10,18h10,"Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência 	da República",Palácio do Planalto
2019-01-09,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-09,18h30,19h00,"Ernesto Araújo, Ministro de Estado das Relações Exteriores",Palácio do Planalto
2019-01-10,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-10,11h00,12h30,"Onyx, Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; Tereza Cristina, Ministra de Estado da Agricultura, Pecuária e Abastecimento; João Doria, Governador do estado de São Paulo; Marcos Montes, Secretário-Executivo do Ministério da Agricultura, Pecuária e Abastecimento; Deputada Eleita Joice Hasselmann (PSL/SP); Henrique Meirelles, Secretário da Fazenda e Planejamento do estado de São Paulo; Alexandre Baldy, Secretário de Transportes Metropolitanos do estado de São Paulo; João Octaviano Machado Neto, Secretário de Portos e Logística do estado de São Paulo; Gustavo Junqueira, Secretário de Agricultura do estado de São Paulo; e Antonio Imbassahy, Secretário Especial do Escritório de Representação do Governo do estado de São Paulo",Palácio do Planalto
2019-01-10,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-10,12h30,12h45,"Santos Cruz, Ministro-Chefe da Secretaria de Governo da Presidência 	da República; Antonio Denarium, Governador do estado de Roraima;  	Mauro Biancamano Guimarães, Secretário-Executivo da Secretaria 	de Governo da Presidência da República; e Disney Barreto Mesquita, Chefe da Casa Civil do estado de Roraima",Palácio do Planalto
2019-01-10,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-10,14h00,14h30,Deputada Eleita Carla Zambelli (PSL/SP),Palácio do Planalto
2019-01-10,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-10,15h00,15h30,"Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República",Palácio do Planalto
2019-01-10,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-10,17h30,18h30,"Fernando Azevedo, Ministro de Estado da Defesa; Augusto Heleno, Ministro de Estado Chefe do Gabinete de Segurança Institucional da Presidência da República; Almirante de Esquadra Ilques Barbosa Junior, Comandante da Marinha; Ten Brigadeiro do Ar Antônio Carlos Moretti Bermudez, Comandante da Aeronáutica; José Levi Mello do Amaral Júnior, Procurador-Geral da Fazenda Nacional; Ana Paula Lima Vieira Bittencourt, Procuradora-Geral Adjunta da Fazenda Nacional; Major-Brigadeiro do Ar Heraldo Luiz Rodrigues, Vice-Chefe do Estado Maior da Aeronáutica; Mansueto Almeida, Secretário do Tesouro Nacional; Waldery Rodrigues Júnior, Secretário Especial da Fazenda, e Ten Brig Ar José Magno Resende de Araujo, Comandante de Operações Aeroespaciais",Palácio do Planalto
2019-01-10,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-10,20h00,22h00,Jantar de Confraternização do Exército Brasileiro,Brasília/DF
2019-01-11,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-11,10h00,10h20,"Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República",Palácio do Planalto
2019-01-11,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-11,10h30,10h40,"Gustavo Canuto, Ministro de Estado do Desenvolvimento Regional",Palácio do Planalto
2019-01-11,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-11,11h00,12h30,Solenidade de Passagem de Comando do Exército do Excelentíssimo Senhor General de Exército Eduardo Dias da Costa Villas Bôas ao Excelentíssimo Senhor General de Exército Edson Leal Pujol,Brasília/DF
2019-01-11,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-11,14h00,14h30,"Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; e Senador Davi Alcolumbre (DEM/AP)",Palácio do Planalto
2019-01-11,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-11,14h30,15h15,"Marcos Pontes, Ministro de Estado da Ciência, Tecnologia, Inovação e Comunicação",Palácio do Planalto
2019-01-11,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-11,15h15,15h30,"Gustavo Bebianno, Ministro-Chefe da Secretaria-Geral da Presidência da República",Palácio do Planalto
2019-01-11,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-11,15h30,16h00,"Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República; Fernando Azevedo, Ministro de Estado da Defesa; Bento Costa Lima, Ministro de Estado de Minas e Energia; e Gustavo Canuto, Ministro de Estado do Desenvolvimento Regional",Palácio do Planalto
2019-01-11,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-11,19h30,20h30,Solenidade de Posse dos Procuradores da República aprovados no 29º Concurso Público para provimentos de cargos de Procurador da República,Brasília/DF
2019-01-13,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-13,11h00,11h20,"Sérgio Moro, Ministro de Estado da Justiça e Segurança Pública, Ernesto Araújo, Ministro de Estado das Relações Exteriores; e Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República",Palácio da Alvorada
2019-01-14,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-14,07h30,08h10,"Santos Cruz, Ministro-Chefe da Secretaria de Governo da Presidência da República",Palácio da Alvorada
2019-01-14,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-14,08h20,08h40,"Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República",Palácio do Planalto
2019-01-14,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-14,09h00,09h45,"Gustavo Bebianno, Ministro-Chefe da Secretaria-Geral da Presidência da República",Palácio do Planalto
2019-01-14,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-14,10h30,11h00,Deputado Eleito Major Vitor Hugo (PSL/GO),Palácio do Planalto
2019-01-14,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-14,11h30,11h45,"Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República",Palácio do Planalto
2019-01-14,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-14,13h00,14h10,"Sergio Moro, Ministro de Estado da Justiça e Segurança Pública; Fernando Azevedo, Ministro de Estado da Defesa; Ernesto Araújo, Ministro de Estado das Relações Exteriores; Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República; Almirante de Esquadra Ilques Barbosa Junior, Comandante da Marinha do Brasil; General de Exército Edson Leal Pujol, Comandante do Exército Brasileiro; Tenente Brigadeiro do Ar Antonio Carlos Moretti Bermudez, Comandante da Força Aérea Brasileira; Almirante de Esquadra Ademir Sobrinho, Chefe do Estado-Maior Conjunto das Forças Armadas; Tenente Brigadeiro do Ar Raul Botelho, Chefe Indicado do Estado-Maior Conjunto das Forças Armadas, e Almirante de Esquadra Almir Garnier Santos, Secretário-Geral Indicado do Ministério da Defesa",Brasília/DF
2019-01-14,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-14,14h40,15h00,"Ricardo Vélez Rodriguez, Ministro de Estado da Educação",Palácio do Planalto
2019-01-14,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-14,15h00,15h15,"Sandra Maria Mioranzza Randon, Presidente da Comissão da Festa da Uva",Palácio do Planalto
2019-01-14,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-14,15h15,NA,"Carlos Bolsonaro, Vereador do Município do Rio de Janeiro/RJ",Palácio do Planalto
2019-01-14,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-14,15h40,16h00,"Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República",Palácio do Planalto
2019-01-14,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-14,16h00,16h30,"Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência 	da República; Ministro José Múcio Monteiro Filho, Presidente do Tribunal de Contas da União (TCU), e Mauricio de Albuquerque Wanderley, Secretário Geral da Presidência do Tribunal de Contas da União (TCU)",Palácio do Planalto
2019-01-14,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-14,17h15,17h25,"Ernesto Araújo, Ministro de Estado das Relações Exteriores, e José Kinn Franco, Embaixador da Bolívia no Brasil",Palácio do Planalto
2019-01-15,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-15,09h00,12h00,Reunião do Conselho de Governo,Palácio do Planalto
2019-01-15,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-15,12h00,12h15,Assinatura Solene Decreto Posse de Armas,Palácio do Planalto
2019-01-15,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-15,12h20,13h05,"Bento Costa Lima, Ministro de Estado de Minas e Energia; Marcos Pontes, Ministro de Estado da Ciência, Tecnologia, Inovações e Comunicações; e Ricardo Salles, Ministro de Estado do Meio Ambiente",Palácio do Planalto
2019-01-15,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-15,14h00,15h00,"Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; Custódio Pereira, Presidente do Fórum Nacional das Instituições Filantrópicas (FONIF); Antonio Pasim, Presidente da Federação Brasileira de Associações Socioeducacionais de Adolescentes (FEBRAEDA); Dora Silvia Cunha Bueno, Presidente da Confederação Brasileira de Fundações (CEBRAF); Edson Rogatti, Presidente da Confederação das Santas Casas de Misericórdia, Hospitais e Entidades Filantrópicas (CMB); Paulo Fossatti, Presidente da Associação Nacional das Escolas Católicas (ANEC); Fernando Lottenberg, Presidente da Confederação Israelita do Brasil (CONIB); Caio Thomas, Primeiro Vice-Presidente do Fórum Nacional das Instituições Filantrópicas (FONIF); Carlos Hassel Mendes da Silva, Vice-Presidente da Associação Brasileira das Instituições Comunitárias de Educação Superior (ABRUC); Euler Bahia Pereira, Vice-Presidente da Associação Brasileira de Instituições Educacionais Evangélicas (ABIEE); Marinez Rossato, Delegada para o Brasil da Congregação das Irmãs de Santa Marcelina, e Thiago Cabral, Diretor Jurídico do Fórum Nacional das Instituições Filantrópicas (FONIF)",Palácio do Planalto
2019-01-15,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-15,15h00,15h30,Cerimônia da Troca da Guarda Presidencial do Palácio do Planalto,Palácio do Planalto
2019-01-15,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-15,16h00,16h40,"Gustavo Bebianno, Ministro-Chefe da Secretaria-Geral da Presidência da República e Sr. Carlos Vereza, ator",Palácio do Planalto
2019-01-16,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-16,08h00,08h30,"Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República; e Carlos Bolsonaro, Vereador do Município do Rio de Janeiro/RJ",Palácio do Planalto
2019-01-16,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-16,10h30,10h45,"Cerimônia Oficial de Chegada do Presidente da República Argentina, Senhor Mauricio Macri",Palácio do Planalto
2019-01-16,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-16,11h30,12h30,Reunião Ampliada,Palácio do Planalto
2019-01-16,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-16,12h30,13h00,Declaração à Imprensa,Palácio do Planalto
2019-01-16,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-16,13h00,14h30,Almoço em Homenagem ao Presidente da Argentina,Palácio do Itamaraty
2019-01-16,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-16,15h00,15h15,"Santos Cruz, Ministro-Chefe da Secretaria de Governo da 	Presidência da República; Romeu Zema, Governador do estado 	de Minas Gerais; Paulo Brant, Vice-Governador do estado de 	Minas Gerais; Gustavo Barbosa, Secretário de Estado de 	Fazenda de Minas Gerais; Marco Aurélio Barcela, Secretário de 	Estado de Transporte e Obras Públicas de Minas Gerais; Igor 	Eto, Secretário-Geral do estado de Minas Gerais; e Mauro 	Biancamano Guimarães, Secretário-Executivo da Secretaria de Governo da Presidência da República",Palácio do Planalto
2019-01-16,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-16,16h15,16h50,"Augusto Heleno, Ministro-Chefe do Gabinete de Segurança 	Institucional da Presidência da República, Carlos Bolsonaro, 	Vereador do Município do Rio de Janeiro/RJ, e Delegados da 	Polícia Federal Alexandre Ramagem e Alfredo Carrijo",Palácio do Planalto
2019-01-16,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-16,16h50,17h10,"Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência 	da República",Palácio do Planalto
2019-01-16,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-16,17h10,17h25,Deputado Delegado Francischini (PSL/PR),Palácio do Planalto
2019-01-16,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-16,17h30,18h00,Deputado Eleito Major Vitor Hugo (PSL/GO),Palácio do Planalto
2019-01-17,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-17,11h00,11h30,Deputada Eleita Bia Kicis (PRP/DF),Palácio do Planalto
2019-01-17,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-17,11h30,12h00,"Coronel Rodrigo Nery, Oficial da Reserva, e Hernando Barbosa, Subtenente da Reserva do BOPE/RJ",Palácio do Planalto
2019-01-17,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/agenda-do-presidente-da-republica/2019-01-17,12h00,13h20,"Tereza Cristina, Ministra de Estado da Agricultura, Pecuária e Abastecimento; Santos Cruz, Ministro-Chefe da Secretaria de Governo da Presidência da República; Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República",Palácio do Planalto
